"Data Source","World Development Indicators",

"Last Updated Date","2021-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8199996948242","10.8800001144409","11.0600004196167","11.0900001525879","11.039999961853","11.1199998855591","11.0799999237061","11.0799999237061","11.1300001144409","11.1000003814697","11.0699996948242","11.0799999237061","11.1000003814697","11","10.8699998855591","10.75","10.5","10.5299997329712","10.8100004196167","10.9200000762939","10.8999996185303","10.8800001144409","10.8900003433228","10.7799997329712","10.6800003051758","10.5699996948242","10.4200000762939","10.289999961853","10.1899995803833","",
"Angola","AGO","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82999992370605","4.67999982833862","4.73999977111816","4.76000022888184","4.73000001907349","4.67000007629395","4.76000022888184","4.69999980926514","4.80000019073486","4.8899998664856","4.8600001335144","4.78999996185303","4.88000011444092","4.76999998092651","4.67999982833862","4.6399998664856","4.51999998092651","4.48999977111816","4.71000003814697","7.94999980926514","7.01000022888184","6.92999982833862","6.98999977111816","6.90999984741211","6.88000011444092","6.90000009536743","6.78000020980835","6.71999979019165","6.63000011444092","",
"Albania","ALB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6900005340576","16.5599994659424","16.4200000762939","16.4099998474121","16.3899993896484","16.4200000762939","16.6700000762939","16.3799991607666","16.3799991607666","16.3299999237061","16.25","16.3400001525879","16.3199996948242","16.2199993133545","16.0699996948242","15.8500003814697","15.6499996185303","12.5500001907349","12.210000038147","12.7600002288818","13.2700004577637","14.7799997329712","17.6299991607666","19.8099994659424","17.25","16.1200008392334","14.4099998474121","12.6199998855591","11.5799999237061","",
"Andorra","AND","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4488731519816","11.2838239614666","11.8551118787113","11.7836054561293","12.0532577273414","11.3773446295776","10.760123449889","10.8040383303724","10.9595809063384","11.1529378782402","10.9907166019604","10.8871835199511","10.8505569048068","9.62085230274732","9.39997522848779","8.59380628021426","8.29288051371778","7.91416851335299","7.04438491028038","7.00478631088815","8.0820580356105","8.18299267793944","8.21031623665236","8.28119757455991","8.22269096918455","7.93391757878066","8.14173484103781","7.78868802863213","7.73682637281406","",
"United Arab Emirates","ARE","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.67999994754791","1.70000004768372","1.69000005722046","1.70000004768372","1.73000001907349","1.83000004291534","1.91999995708466","2.00999999046326","2.09999990463257","2.19000005722046","2.27999997138977","2.34999990463257","2.38000011444092","2.45000004768372","2.55999994277954","2.55999994277954","2.47000002861023","2.35999989509583","2.01999998092651","1.91999995708466","1.72000002861023","1.53999996185303","1.39999997615814","1.35000002384186","1.22000002861023","1.12000000476837","1.48000001907349","1.38999998569489","1.41999995708466","",
"Argentina","ARG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23999977111816","6.11999988555908","8.39999961853027","10.2399997711182","16.4200000762939","15.6300001144409","12.789999961853","11.6400003433228","13.25","14.0200004577637","17.4099998474121","20.1299991607666","13.789999961853","11.8699998855591","10.0299997329712","8.39999961853027","7.01000022888184","6.5","7.78000020980835","6.67000007629395","6.25","6.07999992370605","6.11999988555908","6.48999977111816","6.84000015258789","7.11999988555908","7.53000020980835","8.22999954223633","9.1899995803833","",
"Armenia","ARM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14999997615814","1.30999994277954","3.54999995231628","4.96999979019165","3.75","4.6100001335144","5.42000007629395","5.75","7.71000003814697","8.05000019073486","8.36999988555908","8.6899995803833","9.02999973297119","9.39999961853027","9.57999992370605","9.72999954223633","9.85000038146973","13.0799999237061","17.3600006103516","17.0900001525879","17.3700008392334","16.5200004577637","14.4300003051758","15.75","17.3899993896484","17.7299995422363","17.9099998474121","17.8299999237061","17.6499996185303","",
"American Samoa","ASM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89000034332275","11.3100004196167","11.5100002288818","9.97999954223633","8.73999977111816","8.71000003814697","8.57999992370605","7.94000005722046","7.03999996185303","6.46000003814697","6.98000001907349","6.53000020980835","5.8899998664856","5.28000020980835","4.88000011444092","4.67000007629395","4.03999996185303","3.96000003814697","5.69000005722046","5.07999992370605","4.90000009536743","5.1399998664856","5.71000003814697","6","6.03999996185303","5.65000009536743","5.53000020980835","5.28000020980835","5.21000003814697","",
